;name;city;min_salary;max_salary;company;published_at;min_experience;max_experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
4;Программист 1С;Тюмень;40000.0;80000.0;ДИО-Консалт;2019-11-20T10:11:41+0300;1;3;Полный день;Полная занятость;"ООО ДИО-Консалт - официальный партнер фирмы 1С, с удовольствием примет в свою команду талантливых специалистов!Мы занимаемся продажами, обучением и сопровождением во всем известной сфере - программных продуктов 1С, отличающихся широкой популярностью, высочайшим качеством и динамичным развитием! Обязанности:  Администрирование программных продуктов 1С; Написание доработок и обновление конфигураций 1С; Программирование по техническому заданию; Поддержка и консультация пользователей; Участие в масштабных и интересных проектах.  Требования:  Опыт в области разработки на 1С: Предприятие 8.2/8.3; Отличные знания языков программирования; Наличие сертификатов 1С и/или желание их получить; Внимательность к деталям, ответственность, умение работать с большим объемом информации, стремление к саморазвитию.  Преимущества работы у нас:  Дружная и профессиональная команда объединенная общей миссией и ценностями; Достойный оклад + премии, бонусы и надбавки; Поддержка опытных коллег; Профессиональный рост, внутреннее обучение, доступ к корпоративной библиотеке 1С, получение сертификатов 1С за счет компании; Официальное трудоустройство, полный соц. пакет; Пятидневная рабочая неделя с 9 до 18 с плавающим обедом; Уютный светлый офис, комфортная зона отдыха, позитивная атмосфера, корпоративные мероприятия и выезды.  Мы находимся в г. Тюмень, и также рассматриваем кандидатов на удаленную занятость или готовых к переезду.    ";;Опыт в области разработки на 1С: Предприятие 8.2/8.3. Отличные знания языков программирования. Наличие сертификатов 1С...;Администрирование программных продуктов 1С. Написание доработок и обновление конфигураций 1С. Программирование по техническому заданию. Поддержка и консультация пользователей. ;"1С: Предприятие 8; 1С программирование; 1С: Документооборот; Обновление конфигурации 1С; Cистемы управления базами данных; Работа в команде; 1С: Предприятие; 1С: Торговля; 1С: Управление Торговлей"
24;Программист 1С;Тюмень;50000.0;80000.0;ГК ТюмБИТ;2019-10-29T10:55:43+0300;0;0;Полный день;Полная занятость;"Задачи:  Участие в разработке и внедрении программного обеспечения в сфере здравоохранения (ООО 1С-Медицина-Регион); Программирование в среде 1С: Предприятие 8; Работа с техническими заданиями через консультантов 1С, т.е. без общения с клиентами; Выполнение сложных и интересных задач  Мы ищем сотрудника с:  Образованием: высшее/ неполное высшее Знанием основ программирования на платформе 1С Стремлением к профессиональному росту Высокой работоспособностью и стрессоустойчивостью Умением работать в коллективе  Мы предлагаем:  Интересные и разносторонние задачи. Стабильная‚ официальная‚ конкурентоспособная заработная плата. Пятидневная рабочая неделя, рабочий день: 9:00-18:00 Оформление по ТК РФ. Уютный офис в центре города. Молодой и дружный коллектив из профессионалов своего дела; Возможности обучения и сертификации для сотрудников компании Корпоративные мероприятия ";"  Интересные и разносторонние задачи. Стабильная‚ официальная‚ конкурентоспособная заработная плата. Пятидневная рабочая неделя, рабочий день: 9:00-18:00 Оформление по ТК РФ. Уютный офис в центре города. Молодой и дружный коллектив из профессионалов своего дела; Возможности обучения и сертификации для сотрудников компании Корпоративные мероприятия ";Образованием: высшее/ неполное высшее. Знанием основ программирования на платформе 1С. Стремлением к профессиональному росту. Высокой работоспособностью и стрессоустойчивостью. ;Участие в разработке и внедрении программного обеспечения в сфере здравоохранения (ООО 1С-Медицина-Регион). Программирование в среде 1С...;"1С программирование; 1С: Предприятие 8; 1С: Медицина"
33;Программист 1С;Тюмень;;50000.0;Первый Бит;2019-11-20T08:40:40+0300;1;3;Полный день;Полная занятость;Если Вы ищите работу программистом в хорошей компании и коллективом, то эта вакансия для Вас! Мы предлагаем:  График работы понедельник-пятница с 9:00 до 18:00. Дружный и позитивный коллектив. Удобное месторасположение - наш офис находится в центре города. Официальное трудоустройство.  Что требуется:  Знание типовых конфигураций 1С (наличие сертификата Специалист по платформе 1С 8.2-8.3 приветствуется). Опыт программирования в среде 1С от 2х лет. Стремление к профессиональному росту.  Ваши обязанности:  Участвовать в крупных проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций. Обеспечение качественного внедрения программ 1C у клиентов компании. Доработка конфигураций 1С, интеграция 1С с другими системами. Создание собственных решений и разработок. Участвовать в проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций. Сложные обновления, переносы данных, переходы на новые конфигурации.  Ждем Ваши резюме!  ;  График работы понедельник-пятница с 9:00 до 18:00. Дружный и позитивный коллектив. Удобное месторасположение - наш офис находится в центре города. Официальное трудоустройство.  Что требуется:  Знание типовых конфигураций 1С (наличие сертификата Специалист по платформе 1С 8.2-8.3 приветствуется). Опыт программирования в среде 1С от 2х лет. Стремление к профессиональному росту.  Ваши обязанности:  Участвовать в крупных проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций. Обеспечение качественного внедрения программ 1C у клиентов компании. Доработка конфигураций 1С, интеграция 1С с другими системами. Создание собственных решений и разработок. Участвовать в проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций. Сложные обновления, переносы данных, переходы на новые конфигурации.  Ждем Ваши резюме!  ;"Знание типовых конфигураций 1С (наличие сертификата &quot;Специалист&quot; по платформе 1С 8.2-8.3 приветствуется). Опыт программирования в...";Участвовать в крупных проектах внедрения и доработках ПП 1С, типовых и не типовых конфигураций. Обеспечение качественного внедрения программ 1...;"1С программирование; 1C: Бухгалтерия; 1С: Предприятие 8; 1С: Документооборот; 1С: Управление Торговлей"
64;Программист 1С;Екатеринбург;;50000.0;Уральский дизель-моторный завод;2019-11-19T06:34:51+0300;1;3;Полный день;Полная занятость;"Обязанности:  администрирование 1С; обновление конфигурации; участие в описании бизнес-процессов; решение проблем пользователей 1С на предприятии.  Требования:  опыт самостоятельного программирования 1С опыт работы с конфигурацией УПП; понимание принципов бухгалтерского, финансового и складского учета.  Условия:  официальное трудоустройство; социальный пакет согласно ТК РФ; частичная компенсация расходов на аренду жилья/оплату детского сада; график работы: 8:00-16:40; место работы: Эльмаш. ";"  официальное трудоустройство; социальный пакет согласно ТК РФ; частичная компенсация расходов на аренду жилья/оплату детского сада; график работы: 8:00-16:40; место работы: Эльмаш. ";Опыт самостоятельного программирования 1С. Опыт работы с конфигурацией УПП. Понимание принципов бухгалтерского, финансового и складского учета.;Администрирование 1С. Обновление конфигурации. Участие в описании бизнес-процессов. Решение проблем пользователей 1С на предприятии.;
37;Программист 1С;Тюмень;35000.0;35000.0;ГАУ ТО ЦЗН города Тюмени и Тюменского района;2019-11-20T06:57:01+0300;0;0;Полный день;Полная занятость;Обязанности:   Доработка/обновление существующей нетиповой конфигурации 1С:УПП (Написание дополнительных отчетов, обработок, печатных форм) - Администрирование и сопровождение 1С - Умение разбираться в чужом коде - Обучение и консультирование пользователей. Анализ и исправление ошибок в коде. Взаимодействие с сотрудниками в рамках решения поставленных задач - MS SQL (архивация, восстановление баз, регламентные процедуры). - разработка механизмов интеграции между конфигурациями 1С и сторонним программным обеспечением(Perco, MySql) - Обеспечение бесперебойного функционирования ИБ и принятие оперативных мер по устранению возникающих в процессе работы сбоев - Диагностика и исправление ошибок.  Требования:   нет требований к стажу   Работа с компьютером на профессиональном уровне,   Администрирование и сопровождение программы 1 С   Высшее образование   Условия:  на постоянной основе официальное трудоустройство пятидневная форма оплаты труда с 8-00 до 17-00 оплата оклад+премии адрес рабочего места: г. Тюмень, ул. Республики хорошие условия труда, дружный коллектив ждем ваши резюме ;  на постоянной основе официальное трудоустройство пятидневная форма оплаты труда с 8-00 до 17-00 оплата оклад+премии адрес рабочего места: г. Тюмень, ул. Республики хорошие условия труда, дружный коллектив ждем ваши резюме ;"Нет требований к стажу. Работа с компьютером на профессиональном уровне. Администрирование и сопровождение программы &quot;1 С&quot;. Высшее образование.";Доработка/обновление существующей нетиповой конфигурации 1С:УПП (Написание дополнительных отчетов, обработок, печатных форм). - Администрирование и сопровождение 1С. - ;"MS SQL; 1С: Предприятие 8; 1С: Документооборот; 1С: Зарплата и управление персоналом; 1С: Управление Производственным Предприятием"
82;Программист 1С;Екатеринбург;20000.0;;Айтекс, Центр Информационных Технологий;2019-11-18T06:49:13+0300;0;0;Гибкий график;Полная занятость;"  Требуется программист 1С. Рассмотрим кандидатов без опыта работы, желающих развиваться в программировании. Требования:  ОБЯЗАТЕЛЬНЫ Базовые знания языков программирования в рамках учебной программы; Профильное высшее или средне-специальное образование; Обучаемость, ответственность; Целеустремленность, коммуникабельность; Будет плюсом, наличие пройденных курсов по программированию и конфигурированию 1С.  Обязанности:  Дополнения, изменения в программе 1С; Адаптация (программирование) прикладных решений; Консультации, обучение на этапе внедрения; Внедрение прикладных решений.  Условия работы:  Работа в стабильно развивающейся компании; Перспективы профессионального роста и развития; Интересные задачи; Обучение в рамках рабочего процесса; Возможность проходить сертификацию. ";;ОБЯЗАТЕЛЬНЫ Базовые знания языков программирования в рамках учебной программы. Профильное высшее или средне-специальное образование. Обучаемость, ответственность. Целеустремленность, коммуникабельность. ;Дополнения, изменения в программе 1С. Адаптация (программирование) прикладных решений. Консультации, обучение на этапе внедрения. Внедрение прикладных решений.;
83;Программист 1С;Тюмень;30000.0;;ЕвроАзия;2019-11-18T07:41:57+0300;1;3;Полный день;Полная занятость;"Обязанности:  доработка 1С: Альфа-Авто, Бухгалтерия, Зарплата и кадры. Версия 8.3, в согласованные сроки; участие в проекте автоматизации процессов в ГК ЕвроАзия.    Требования:  отличные знания платформы 1С 8.3. Знание Альфа-Авто является преимуществом. обязательно знание знание типовых конфигураций 1С Бухгалтерия, 1С Торговля, опыт работы с не типовыми конфигурациями; наличие практических примеров своих работ - желательно.    Условия:  подчинение директору по информационным технологиям ГК ЕвроАзия; перспектива роста до руководителя отдела; пятидневная рабочая неделя; рабочий день с 9.00-18.00 ";"  подчинение директору по информационным технологиям ГК ЕвроАзия; перспектива роста до руководителя отдела; пятидневная рабочая неделя; рабочий день с 9.00-18.00 ";Отличные знания платформы 1С 8.3. Знание Альфа-Авто является преимуществом. Обязательно знание знание типовых конфигураций 1С Бухгалтерия...;Доработка 1С: Альфа-Авто, Бухгалтерия, Зарплата и кадры. Версия 8.3, в согласованные сроки. Участие в проекте автоматизации процессов...;"1С программирование; 1С: Предприятие 8; Альфа-Авто"
25;Программист 1С;Тюмень;40000.0;;Горбунов Дмитрий Сергеевич;2019-10-29T10:21:24+0300;1;3;Полный день;Полная занятость;"Если ты:  Силён в разработке программного обеспечения на базе 1С (не франчайзи); Есть огромное желание расти и развиваться, разрабатывая продукт для строительной отрасли; Хочешь развиваться в данной области и стремишься расти профессионально и личностно.  ООО «Фодев» российская компания, занимающаяся разработкой и продажей CRM-системы для отделов продаж строительных компаний.Мы развиваемся, расширяем горизонты, в связи с этим ждем к себе в команду активных и креативных. Мы готовы помогать вам, но в свою очередь ждем от вас вас огромное желание учиться и развиваться! Миссия нашей компании - оказывать качественные услуги с высоким уровнем сервиса. Ты подходишь нам, если ты:  специалист со средним профессиональным/неполным высшим/высшим образованием в сфере IT; имеешь опыт программирования; владеешь языком SQL; Нацелен на результат; Имеешь большое желание работать и развиваться в программировании на языке 1С.  Мы ценим:  Стремление к достижениям; Работоспособность; Гибкость и многозадачность; Способность находить новые решения; Готовность воплощать свои идеи; Знания языков Web-программирования; Знания в программировании на языке 1С.  Мы предлагаем:  конкурентную заработную плату (размер определяется по результатам собеседования) вместе с вашим профессиональным ростом будет расти и ваша зарплата; трудоустройство согласно ТК РФ; комфортные условия труда. есть возможность работать удаленно ";"  конкурентную заработную плату (размер определяется по результатам собеседования) вместе с вашим профессиональным ростом будет расти и ваша зарплата; трудоустройство согласно ТК РФ; комфортные условия труда. есть возможность работать удаленно ";Есть огромное желание расти и развиваться, разрабатывая продукт для строительной отрасли. Специалист со средним профессиональным/неполным высшим/высшим образованием в...;Силён в разработке программного обеспечения на базе 1С (не франчайзи).;"Ориентация на результат; Ответственность"
97;Программист 1С;Тюмень;50000.0;;ТД Русойл;2019-11-13T12:22:55+0300;3;6;Полный день;Полная занятость;"Торговый дом “РУСОЙЛ” - крупнейшая динамично развивающаяся Компания на рынке отечественных и зарубежных автотоваров Западно-Сибирского и Уральского регионов, член Союза промышленников РФ. Основанная в 1998 году, на сегодняшний день Компания преобразована в Холдинг и представляет несколько направлений деятельности. Специализация деятельности – оптовые поставки товаров для автомобилей, розничная торговля (сеть магазинов АвтоСити в Тюмени и Тюменской области), производство спецжидкостей для автомобилей, продажа и сервисное обслуживание мототехники (центр МотоСити) Торговый дом “РУСОЙЛ” работает с ведущими производителями и поставщиками автотоваров в России и за рубежом.   Обязанности:  Внедрение, доработка, сопровождение информационных баз на платформе 1С:Предприятие 8 Обновление не типовых конфигураций, разработка отчетов и т.д Обновление платформы 1С    Требования:  Опыт работы с УПП, УТ, Бухгалтерия Знание СКД, Web сервисы, MS SQL Резервное копирование баз, написание скриптов    Условия:  Работа в крупной, стабильной, динамично развивающейся компании; Перспектива карьерного роста; Официальное трудоустройство согласно ТК РФ; Социальный пакет согласно ТК РФ; Достойная и своевременная заработная плата. ";"  Работа в крупной, стабильной, динамично развивающейся компании; Перспектива карьерного роста; Официальное трудоустройство согласно ТК РФ; Социальный пакет согласно ТК РФ; Достойная и своевременная заработная плата. ";Опыт работы с УПП, УТ, Бухгалтерия. Знание СКД, Web сервисы, MS SQL Резервное копирование баз, написание скриптов.;"Внедрение, доработка, сопровождение информационных баз на платформе &quot;1С:Предприятие 8&quot;. Обновление не типовых конфигураций, разработка отчетов и т.д. ";1С программирование
96;Программист 1С;Новосибирск;50000.0;;Тевикон;2019-11-19T13:55:46+0300;1;3;Полный день;Полная занятость;"Обязанности:  Доработка существующих баз 1С Конфигураций: Управление торговлей, Управление небольшой фирмой, Бухгалтерия 3.0. Создание внешний отчетов и обработок. Консультация пользователей.  Требования:  Опыт разработки программных продуктов. Знание типовых конфигураций 1С. Навыки разработки сложных отчетов на СКД; Умение коммуницировать с бизнес-заказчиком, нацеленность на удовлетворение требований бизнеса.  Мы гарантируем:  Стабильную и разноплановую загрузку. Возможности для профессионального и карьерного развития. Своевременную выплату КОНКУРЕНТНОЙ ЗАРАБОТНОЙ ПЛАТЫ. Официальное оформление в соответствии с ТК РФ. График работы пятидневная рабочая неделя с 9:00 до 18:00. Полный социальный пакет согласно ТК РФ. Уютный офис в центре, по линии метро. ";;Опыт разработки программных продуктов. Знание типовых конфигураций 1С. Навыки разработки сложных отчетов на СКД. Умение коммуницировать с бизнес-заказчиком...;Доработка существующих баз 1С Конфигураций: Управление торговлей, Управление небольшой фирмой, Бухгалтерия 3.0. Создание внешний отчетов и обработок. ;"1С: Бухгалтерия; 1С: Управление Торговлей; 1С: Предприятие 8; 1С программирование; 1C: Бухгалтерия"
71;Программист 1С;Тюмень;60000.0;;КрепыЖ;2019-11-18T12:32:36+0300;1;3;Полный день;Полная занятость;Должностные обязанности:  Ежедневный мониторинг бесперебойной работы приложений 1С Контроль и коррекция ежедневных регламентных выгрузок Участие в проектах автоматизации бизнес-процессов и систем интеграции на базе 1С Дописание конфигурации нетиповой платформы (опыт работы с хранилищем конфигурации) Написание внешних отчетов, обработок по предоставленным заявкам пользователей  Требования:  Опыт работы с расширениями конфигураций. Опыт работы в УТ, БП, ЗУП ( управляемые формы)  Мы предлагаем:  Официальное трудоустройство Своевременная выплата заработной платы График: 5/2, с 8:00 до 17:00 Развитая корпоративная культура Дружный коллектив  Рассматриваем фрилансеров  ;  Официальное трудоустройство Своевременная выплата заработной платы График: 5/2, с 8:00 до 17:00 Развитая корпоративная культура Дружный коллектив  Рассматриваем фрилансеров  ;Опыт работы с расширениями конфигураций. Опыт работы в УТ, БП, ЗУП ( управляемые формы).;Ежедневный мониторинг бесперебойной работы приложений 1С. Контроль и коррекция ежедневных регламентных выгрузок. Участие в проектах автоматизации бизнес-процессов и...;
79;Программист 1С;Тюмень;60000.0;;Сервис заказа такси Максим;2019-11-18T14:25:58+0300;1;3;Полный день;Полная занятость;"Кто мы: - IT-компания, предоставляющая облачные решения в сфере такси. К нашим сервисам подключено большое количество компаний, среди которых как мелкие региональные игроки, так и компании с мировым именем, с сотнями городов и десятками стран присутствия.   Мы хотим найти человека у которого: - опыт работы на платформе 1С 8 (более 2-х лет); - опыт разработки на обычных и управляемых формах; - хорошее знание языка запросов; - знание основ бухгалтерского и управленческого учета. Будем большим плюсом, если: - есть сертификат по платформе 1С; - есть опыт интеграции 1С баз, как между собой, так и со сторонними сервисами (WS, HTTP, etc); - есть опыт командной разработки.   Что мы предлагаем: - множество интересных задач, в решении которых вы можете принять полноправное участие; - дружелюбный коллектив профессионалов; - корпоративное обучение; - поездки на it-конференции; - комфортное рабочее место; - компенсацию питания; - бесплатные корпоративные мероприятия; - уровень заработной платы, который зависит от технических знаний и навыков (регулярные пересмотры при повышении результатов и качества работы).";;Мы хотим найти человека у которого: - опыт работы на платформе 1С 8 (более 2-х лет). - опыт разработки на...;;
3;Программист 1С;Тюмень;75000.0;;Взлет-МСК;2019-11-20T07:16:19+0300;1;3;Полный день;Полная занятость;"Обязанности:  Сопровождение, доработка, администрирование конфигураций на платформе 1С: Предприятие (КА, ДО, ERP) Разработка нового и изменение существующего функционала конфигураций. Интеграция 1С с 1С и с внешними системами. Консультирование пользователей при возникновении задач и рабочих вопросов.    Требования:  Знание языка запросов. Опыт разработки в клиент-серверном режиме, умение работать с обычными и управляемыми формами. Опыт работы с СКД. Опыт работы с типовыми конфигурациями 1:С. Знание механизмов интеграции 1С.  Условия:  работа в стабильно развивающейся компании в г. Тюмени; интересные задачи; молодой дружный коллектив; официальное трудоустройство в соответствии с ТК РФ; пятидневная рабочая неделя с 8:30 до 17:30; Рабочее место находится по адресу ул. Севастопольская, д.14 корпоративная мобильная связь, оборудованное рабочее место, уютный светлый офис. ";"  работа в стабильно развивающейся компании в г. Тюмени; интересные задачи; молодой дружный коллектив; официальное трудоустройство в соответствии с ТК РФ; пятидневная рабочая неделя с 8:30 до 17:30; Рабочее место находится по адресу ул. Севастопольская, д.14 корпоративная мобильная связь, оборудованное рабочее место, уютный светлый офис. ";Знание языка запросов. Опыт разработки в клиент-серверном режиме, умение работать с обычными и управляемыми формами. Опыт работы с СКД. ;Сопровождение, доработка, администрирование конфигураций на платформе 1С: Предприятие (КА, ДО, ERP). Разработка нового и изменение существующего функционала конфигураций. ;"1С: Предприятие 8; 1С программирование; 1С: Производство; 1С: Документооборот; ERP-системы на базе 1С; 1С: Комплексная автоматизация; 1С: Предприятие"
52;Программист 1С;Екатеринбург;75000.0;;Взлет-Тюмень;2019-11-18T14:08:16+0300;1;3;Полный день;Полная занятость;"Немного о нас: Взлет-Тюмень представительство АО ВЗЛЕТ (г. Санкт-Петербург) в УРФО. Группа компаний «Взлет» — ведущее российское производственное предприятие, лидер в разработке и производстве приборов учета расхода жидкостей, газа и тепловой энергии. В г. Тюмень под собственным брендом «Нео-Терм», разрабатываются и производятся изделия полной заводской готовности: автоматизированные тепловые пункты, насосные станции, шкафы электроуправления, готовые решения в блок-боксах. В связи с расширением штата мы рады пригласить к нам разработчика 1С с желанием работать и развиваться в нашей компании. Обязанности:  Сопровождение, доработка, администрирование конфигураций на платформе 1С: Предприятие (КА, ДО). Разработка нового и изменение существующего функционала конфигураций. Интеграция 1С с 1С и с внешними системами. Консультирование пользователей при возникновении задач и рабочих вопросов.  Требования:  Знание языка запросов. Опыт разработки в клиент-серверном режиме, умение работать с обычными и управляемыми формами. Опыт работы с СКД. Опыт работы с типовыми конфигурациями 1:С. Знание механизмов интеграции 1С.  Условия:  корпоративная мобильная связь, оборудованное рабочее место, уютный светлый офис. интересные задачи; официальное трудоустройство в соответствии с ТК РФ; пятидневная рабочая неделя с 8:30 до 17:30; Рабочее место находится по адресу ул. Московская. работа в стабильно развивающейся компании в г. Екатеринбург. ";"  корпоративная мобильная связь, оборудованное рабочее место, уютный светлый офис. интересные задачи; официальное трудоустройство в соответствии с ТК РФ; пятидневная рабочая неделя с 8:30 до 17:30; Рабочее место находится по адресу ул. Московская. работа в стабильно развивающейся компании в г. Екатеринбург. ";Знание языка запросов. Опыт разработки в клиент-серверном режиме, умение работать с обычными и управляемыми формами. Опыт работы с СКД. ;Сопровождение, доработка, администрирование конфигураций на платформе 1С: Предприятие (КА, ДО). Разработка нового и изменение существующего функционала конфигураций. ;"1С: Предприятие 8; 1С программирование; 1С: Производство; 1С: Розница; 1С: Документооборот"
15;Программист 1С;Екатеринбург;100000.0;;Маркер Игрушка;2019-11-20T13:15:25+0300;3;6;Полный день;Полная занятость;Обязанности:  Работа с 1С Предприятие 8.3, конфигурация: Управление торговлей редакция 10.3 (10.3.7.8) Организация обменов между базами. Текущая поддержка пользователей по вопросам работы типовых и нетиповых конфигураций 1С Разработка и внедрение новых функций Адаптация стандартных конфигураций под бизнес-процессы организации Поиск и исправление ошибок в существующем программном обеспечении Консультирование пользователей по работе в 1С 8.3.    Требования:  Высшее профильное образование. Знание 1С платформ 8.3 на уровне программиста. Опыт работы c 1С Розница, Бухгалтерия, ЗУП Опыт работы в области программного обеспечения и автоматизации процессов. Отличное понимание работы регистров, умение спроектировать набор и состав регистров, необходимых для решения задачи. Отличное знание языка запросов, умение строить сложные запросы.  Условия: Заработная плата от 100 000 рублей в месяц  График работы: 5/2 Официальное трудоустройство по ТК РФ и соц.пакет. Заработная плата по результатам собеседования - рассматриваются ожидания ; Заработная плата от 100 000 рублей в месяц  График работы: 5/2 Официальное трудоустройство по ТК РФ и соц.пакет. Заработная плата по результатам собеседования - рассматриваются ожидания ;Высшее профильное образование. Знание 1С платформ 8.3 на уровне <highlighttext>программиста</highlighttext>. Опыт работы c 1С Розница, Бухгалтерия, ЗУП. ;Работа с 1С Предприятие 8.3, конфигурация: Управление торговлей редакция 10.3 (10.3.7.8). Организация обменов между...;
33;Программист 1С;Екатеринбург;100000.0;;Курганский мясокомбинат;2019-11-18T07:29:42+0300;1;3;Полный день;Полная занятость;"Для реализации интересных проектов в дружный коллектив требуется программист 1С. Обязанности:   воплощение идей заказчика по доработке программы 1С УПП: расчет себестоимости готового продукта в управленческом учете; автоматизация учета заработной платы, табеля учета рабочего времени; распределение затрат в разрезе контрагентов; внедрение проекта План-Факт БДР; контроль исполнения БДР.   совместная разработка аналитических отчетов: данные по затратам на логистику и др.   создание новых документов, регистров, реквизитов и пр.   синхронизация 1С УПП с другими программами   Требования:  Знание платформы и конфигурации 1С Знание типовых алгоритмов разработки Умение писать и анализировать сложные запросы Опыт существенной доработки типовой конфигурации или разработки собственной Опыт автоматизации учета и программирования на базе типовой конфигурации 1С Опыт составления технических заданий и пользовательских инструкций Опыт тестирования программы 1С и описания ее ошибок Опыт и понимание принципов клиент-серверной разработки Опыт написания отчетов с использованием СКД Опыт работы с управляемыми формами Опыт работы с механизмами интеграции Навыки исследования, анализа и описания бизнес-процессов Знание основ бухгалтерского и управленческого учета Умение разбираться в чужом коде  Условия:  официальное трудоустройство пятидневный график работы ";  официальное трудоустройство пятидневный график работы ;Знание платформы и конфигурации 1С. Знание типовых алгоритмов разработки. Умение писать и анализировать сложные запросы. Опыт существенной доработки типовой...;"Воплощение идей заказчика по доработке программы 1С УПП: расчет себестоимости готового продукта в управленческом учете; автоматизация учета заработной платы...";
39;Программист 1С;Новосибирск;100000.0;;Профи Hard Services Soft;2019-11-20T09:14:20+0300;3;6;Полный день;Полная занятость;"В компанию 1С: Франчайзи требуется программист 1С. Обязанности: Автоматизация бизнес-процессов у заказчиков путем подбора и внедрения программных продуктов 1С. Сопровождение внедренных проектов. Требования: Знание языка программирования 1С и новых типовых конфигураций; приветствуется наличие сертификатов. Личностные качества:  Организованность, порядочность, ответственность, коммуникабельность, системность мышления. Условия: - работа в стабильной компании (на рынке более 15 лет); - комфортный офис в центре, по линии метро; - трудоустройство согласно ТК РФ; - своевременная оплата труда.";" - работа в стабильной компании (на рынке более 15 лет); - комфортный офис в центре, по линии метро; - трудоустройство согласно ТК РФ; - своевременная оплата труда.";"Знание языка программирования 1С и новых типовых конфигураций; приветствуется наличие сертификатов. Личностные качества: Организованность, порядочность, ответственность, коммуникабельность, системность мышления.";Автоматизация бизнес-процессов у заказчиков путем подбора и внедрения программных продуктов 1С. Сопровождение внедренных проектов.;
30;Программист 1С;Тюмень;;;Фадеев Александр Валерьевич;2019-11-20T08:45:14+0300;6;0;Полный день;Полная занятость;"Компания «Фаворит» приглашает на вакансию программиста 1C   Задачи:  Проектирование, разработка и программирование на платформе 1C:Предприятие 8; Подготовка технических заданий; Взаимодействие с ключевыми лицами компании-заказчика; Подготовка отчетности по проекту.    Наши пожелания:  Опыт программирования и проектирования на платформе «1C:Предприятие 8»; Опыт работы с БД MS SQL Понимание основ бухгалтерского и управленческого учета; Понимание типовых бизнес-процессов в предметной области (производство, строительство, торговля, сфера услуг и т.д.); Наличие сертификатов фирмы 1C будет преимуществом; Стремление к профессиональному росту в сфере программирования и внедрения программных решений. Знание других языков программирования будет преимуществом    Мы готовы предложить:  Интересные задачи, участие в различных крупных проектах; Возможности профессионального и карьерного роста; Повышение квалификации: корпоративные курсы, семинары, тренинги, возможность получить сертификаты 1C; Уровень заработной платы будет зависеть от вашей квалификации, ответственности, самостоятельности и готовности решать сложные, интересные задачи; График работы 5/2, сб, вс – выходной (возможность работать на дому с частичным посещением офиса) Возможна проектная работа. Оформление по ТК РФ; ";;Опыт программирования и проектирования на платформе «1C:Предприятие 8». Опыт работы с БД MS SQL. Понимание основ бухгалтерского и...;"Проектирование, разработка и программирование на платформе &quot;1C:Предприятие 8&quot;. Подготовка технических заданий. Взаимодействие с ключевыми лицами компании-заказчика. ";"1С программирование; MS SQL; Автоматизация; Разработка ПО; Разработка технических заданий"
