;name;city;min_salary;max_salary;company;published_at;min_experience;max_experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
83;Программист;Москва;85000.0;;Элсиэл;2019-11-19T16:36:35+0300;1;3;Полный день;Полная занятость;Профиль: Промышленная электроника, силовая преобразовательная техника, приборостроение, электроприводы   Обязанности:  Разработка прикладного программного обеспечения по заданным алгоритмам для встроенных систем  Требования:  Высшее образование Приветствуются знания среды разработки и структуры современных микроконтроллеров (ARM, ПЛИС) и сигнальных процессоров (DPS) Приветствуются навыки работы с памятью, GPIO, ЦАП/АЦП, LCD, UART, SPI, I2C, Опыт программирования на языке С/С++ Опыт использования системы контроля версий (GIT) Знание принципов объектно-ориентированного программирования Приветствуются знание Linux, GCC, QT  Условия:  Полный рабочий цель (ПН-ПТ: 9:00-13:00, 14:00-18:00) или (ПН-ПТ: 8:00-13:00, 14:00-17:00) Оформление в соответствии с ТК РФ Оклад + Премии ;  Полный рабочий цель (ПН-ПТ: 9:00-13:00, 14:00-18:00) или (ПН-ПТ: 8:00-13:00, 14:00-17:00) Оформление в соответствии с ТК РФ Оклад + Премии ;Высшее образование. Приветствуются знания среды разработки и структуры современных микроконтроллеров (ARM, ПЛИС) и сигнальных процессоров (DPS). Приветствуются навыки работы с...;Разработка прикладного программного обеспечения по заданным алгоритмам для встроенных систем.;
63;Программист;Москва;100000.0;;БТЕ;2019-11-19T11:33:06+0300;3;6;Удаленная работа;Полная занятость;"  Мы ищем талантливого, программиста с опытом работы и желанием развиваться! Если это про Тебя, тогда - добро пожаловать в наш дружный коллектив! Работать предстоит над большим внутренним проектом - сервис-деском (сервисное обслуживание различного инженерного оборудования).На проекте используются следующие технологии/сервисы: git, mysql, php5-7, cli, js, telegram, yandex.maps, rabbitmq, redis Мы хотим видеть: Знание стэка php7/mysql/javascriptУмение работать с gitБэкенд:- уверенное знание php 7- знание одного из популярных php фреймворков (symfony, yii, laravel и т.д.)Фронтенд:- умение использовать html/css/javascript- знание jqueryБД:- уверенное знание mysql (индексы, джоины, группировка)- умение составлять и профилировать запросыИметь общее представление об api и как с ним работать Мы предлагаем: - Работу в стабильной, динамично развивающейся компании в дружном молодом коллективе;- Работа в офисе первые 2 месяца, далее удаленно- Офис м. Красносельская (7 минут пешком);";" - Работу в стабильной, динамично развивающейся компании в дружном молодом коллективе;- Работа в офисе первые 2 месяца, далее удаленно- Офис м. Красносельская (7 минут пешком);";Мы хотим видеть: Знание стэка php7/mysql/javascript. Умение работать с git. Бэкенд: - уверенное знание php 7. - ;;"PHP; MySQL; JavaScript; CSS; HTML"
37;Программист;Москва;150000.0;;АВАНТИС3Д;2019-11-19T12:58:22+0300;3;6;Полный день;Полная занятость;Кого ищем?  C++ программиста который не забыл университетский курс математики  Над какими задачами нужно работать?  Модернизация кода CAD-системы (портирование на другие ОС). Решение геометрических и стереометрических задач в уникальной предметной области, охватывающей медицину, биомеханику, вычислительные алгоритмы и трехмерную графику. Разработка архитектурных решений для интеграции новых вещей в отлаженные отработанные механизмы  Какие профессиональные навыки нам важны?  Знание С++, STL, Boost, шаблоны проектирования Знание математики и аналитической геометрии Опыт кроссплатформенной разработки, разработки с использованием MFC и Qt будет большим плюсом  Какое высшее образование потребуется?  Техническое образование (инженерное, математическое)  Нужен ли английский?  да, Intermediate  Что еще нам важно в человеке?  Пригодится умение общаться с людьми, четко излагать мысли. Ценим инициативность и энтузиазм.  С какими технологиями придется столкнуться в работе?  C++11, STL, boost, MFC(Qt), Windows, Visual Studio. ;;Знание С++, STL, Boost, шаблоны проектирования. Знание математики и аналитической геометрии. Опыт кроссплатформенной разработки, разработки с использованием MFC и Qt...;Модернизация кода CAD-системы (портирование на другие ОС). Решение геометрических и стереометрических задач в уникальной предметной области, охватывающей медицину, биомеханику...;
17;Программист;Тюмень;;;Тюменский институт нефти и газа;2019-10-31T09:17:40+0300;0;0;Полный день;Полная занятость;"Обязанности:   Участие в полном цикле разработки продукта. Разработка новых модулей программы и рефакторинг существующего кода; Участие в проектировании архитектуры приложения; Тестирование и взаимодействие с пользователями  Требования:   - Знание платформы .Net и языка C#; - Понимание и умение применять принципы ООП, паттерны проектирования; - Уверенная алгоритмическая подготовка и знание основных структур данных; - Умение видеть запахи плохого кода и выполнять рефакторинг кода; - Привычка писать код так, чтобы за него потом не было стыдно спустя год; - Способность разбираться в мегабайтах чужого кода и понимать задумку автора.   Условия:   Ищем разработчика в команду, занимающуюся разработкой софта для нефтегазовой отрасли. Мы пишем программный комплекс, которым пользуются крупные нефтяные компании (Лукойл, Газпром и т.п.).   Плюсом будут: - Опыт работы с git/svn; - Опыт работы с неявными требованиями; - Опыт работы с 2D/3D визуализацией (openGl); - Собственные проекты или участие в opensource.  ";"   Ищем разработчика в команду, занимающуюся разработкой софта для нефтегазовой отрасли. Мы пишем программный комплекс, которым пользуются крупные нефтяные компании (Лукойл, Газпром и т.п.).   Плюсом будут: - Опыт работы с git/svn; - Опыт работы с неявными требованиями; - Опыт работы с 2D/3D визуализацией (openGl); - Собственные проекты или участие в opensource.  ";Знание платформы .Net и языка C#. - Понимание и умение применять принципы ООП, паттерны проектирования. - Уверенная алгоритмическая подготовка и знание основных...;Участие в полном цикле разработки продукта. Разработка новых модулей программы и рефакторинг существующего кода. Участие в проектировании архитектуры приложения. ;
95;Программист;Москва;;;Reed Exhibitions;2019-11-19T17:19:31+0300;3;6;Полный день;Полная занятость;"В международную компанию Reed Exhibitions (один из лидеров выставочной индустрии в мире) требуется: Программист Основные задачи:  разработка системы регистрации участников выставок и конференционных программ; разработка системы виртуальных кабинетов для участников выставки; построение необходимых интерфейсов с внешними системами.  Основные функции:  постановка задачи через собеседование с пользователями и руководителем; разработка структуры данных и сценариев их обработки; построение тестовых наборов и выработка критериев приемки; разработка приложений и интерфейсов в виде блок-схемы и/или псевдокода; документирование приложений и интерфейсов; создание прозрачного, масштабируемого и re-usable кода поддержание контакта с центром обработки данных в Великобритании по вопросам неисправностей, обновлений ПО, безопасности, проектным вопросам; повседневная нагрузка IT.  Требования:  структурное мышление, способность разбивать проект на подзадачи, навык разрабатывать или находить алгоритмы прежде написания кода; знание и опыт использования MVC; владение PHP (знание других ОО языков приветствуется); навык написания прозрачного, масштабируемого кода и документации обязателен; умение создавать SQL запросы, знание принципов работы RDBMS; умение читать и понимать Java-script, html5, css3, вносить незначительные изменения; образование в сфере IT, предпочтительно прикладная математика; навыки корректного и дружественного общения по телефону и внутри офиса обязательны; организованность, способность работать с отчетностью и выполнять административные функции, навык работы с документацией на английском языке; готовность показать рабочий проект и часть кода, на котором он работает.  Условия:   стабильная официальная заработная плата; оплата мобильной связи, ноутбук, доплата на питание; лицензионный инструментарий; соблюдение ТК РФ, офис в БЦ класса А в районе ст. м. Курская или Чкаловская (3 мин. пешком). ";"   стабильная официальная заработная плата; оплата мобильной связи, ноутбук, доплата на питание; лицензионный инструментарий; соблюдение ТК РФ, офис в БЦ класса А в районе ст. м. Курская или Чкаловская (3 мин. пешком). ";Структурное мышление, способность разбивать проект на подзадачи, навык разрабатывать или находить алгоритмы прежде написания кода. Знание и опыт использования MVC. ;Разработка системы регистрации участников выставок и конференционных программ. Разработка системы виртуальных кабинетов для участников выставки. Построение необходимых интерфейсов с внешними...;"Программирование; PHP; HTML5; SQL; CSS3; ООП; JavaScript"
10;Программист;Санкт-Петербург;;;АУДИОТЕЛЕ;2019-11-20T17:08:36+0300;3;6;Полный день;Полная занятость;"АО «Аудиотеле» – профессиональный контактный центр с более чем 20-ти летней историей, один из признанных лидеров в сфере телекоммуникаций и удаленного обслуживания клиентов в России. В настоящее время мы активно развиваемся и ищем в свою команду Программиста департамента производства сервисов и услуг. Чем предстоит заниматься:  программировать системные приложения, обеспечивающие работу контактного центра; постоянно улучшать результативность работы программного обеспечения; поддерживать и постоянно повышать надежность программного обеспечения; тестировать и документировать изменение в программном коде;  Каких результатов нужно будет достигнуть:  обеспечить высокий уровень производительности ПО контактного центра; повысить надежность ПО, обеспечивающего работу контактного центра; стандартизировать методологию написания нового и оптимизации действующего ПО;  Обязанности:  создавать ПО в соответствии с функциональными и техническими требованиями внутренних заказчиков;  Требования:  опыт работы с Java core обязательно; желательно опыт работы с Spring Framework, JDBC, Hibernate; желательно опыт работы с SQL, желательно PL/SQL, Html, CSS, Apache Tomcat; желательно опыт работы с Javascript, JQuery, Bootstrap, Ajax; системное представление об IP телефонии – приветствуется; работе в режиме ограниченных сроков разработки сервисов и услуг. Знания Docker и Kubernetes приветствуются  Мы готовы предложить:  работа в федеральной телекоммуникационной компании; высокая «белая» заработная плата; график работы: 5/2 с 9:00 до 18:00; оформление согласно требованиям Трудового Кодекса РФ; работа с системными проектами, требующими постоянного развития; возможность профессионального развития и карьерного роста; работа в динамично развивающейся Компании     ";;Опыт работы с Java core обязательно. Желательно опыт работы с Spring Framework, JDBC, Hibernate. Желательно опыт работы с SQL, желательно...;Программировать системные приложения, обеспечивающие работу контактного центра. Постоянно улучшать результативность работы программного обеспечения. Поддерживать и постоянно повышать надежность программного обеспечения. ;"Spring Framework; Hibernate ORM; Java; JavaScript; Apache Tomcat"
13;Программист;Санкт-Петербург;;;ЭЛТИС;2019-11-20T13:03:28+0300;3;6;Полный день;Полная занятость;"Обязанности:  Проектирование и разработка баз данных и программного обеспечения (клиентское приложение - АРМ) с использованием в среде MS WINDOWS; web-программирование  Требования:  Знание языка (и среды) программирования С/С++ Опыт работы в ITот 2-3 лет или участие в каком-либо успешном IT проекте; Дополнительными плюсами будет знание Delphi, алгоритмическая подготовка, грамотное использование ООП, опыт разработки интерфейсов пользователя, математическая подготовка, знание MS Office на уровне грамотного пользователя, знание какого-нибудь ассемблера, навыки администрирования MS WINDOWS. Умение работать как самостоятельно, так и в команде. Технический английский Образование высшее  Условия:  Оформление и социальный пакет по Трудовому кодексу РФ. Уровень заработной платы обсуждается на собеседовании Пятидневка с 09.00-17.30 м Горьковская ";  Оформление и социальный пакет по Трудовому кодексу РФ. Уровень заработной платы обсуждается на собеседовании Пятидневка с 09.00-17.30 м Горьковская ;Знание языка (и среды) программирования С/С++. Опыт работы в ITот 2-3 лет или участие в каком-либо успешном...;Проектирование и разработка баз данных и программного обеспечения (клиентское приложение - АРМ) с использованием в среде MS WINDOWS. Web-программирование.;"C/C++; MS Office; Delphi"
24;Программист;Санкт-Петербург;;;Агентство недвижимости М16;2019-11-20T17:14:27+0300;3;6;Полный день;Полная занятость;"Обязанности:   Разработка корпоративных сайтов, адаптивных, мобильных версий   Доработка текущих проектов   Требования:  PHP 5+ HTML, CSS, JavaScript (native), jQuery (в том числе AJAX, JSON, плагины), кросс-браузерная верстка Уверенное знание фреймворков CodeIgniter Уверенное знание MySQL с опытом написания запросов к БД с большим объемом данных Верстка: HTML5, CSS, Ajax, Bootstrap Умение быстро разбираться с чужим кодом и осваивать новое Умение работать в команде, ответственность, инициативность  Условия:  Дружный молодой коллектив; Оформление по ТК РФ; График работы 5/2 с 10-00 до 19-00; ";"  Дружный молодой коллектив; Оформление по ТК РФ; График работы 5/2 с 10-00 до 19-00; ";PHP 5+. HTML, CSS, JavaScript (native), jQuery (в том числе AJAX, JSON, плагины), кросс-браузерная верстка. Уверенное знание фреймворков...;Разработка корпоративных сайтов, адаптивных, мобильных версий. Доработка текущих проектов.;
38;Программист;Санкт-Петербург;;;Бизнес-Ориентированные Системы;2019-11-19T19:22:27+0300;0;0;Полный день;Полная занятость;Обязанности:  Программирование на платформе 1с:Предприятие 8 и/или web-разработка: php, js (react, node.js), bitrix  Требования:  Нужны разработчики разного уровня, поэтому рассматриваются кандидаты с различным опытом. Желание участвовать в сложных проектах с нетиповыми решениями, работать по Agile c Ci Желание работать в команде  Условия:  оформление по ТК работа в небольшой команде адекватных профессионалов с хорошей атмосферой и чувством юмора офис в 700 м. от м.Фрунзенская оплата питания компенсация фитнеса чай с плюшками в офисе уровень ЗП определяется по результатам собеседования. ;  оформление по ТК работа в небольшой команде адекватных профессионалов с хорошей атмосферой и чувством юмора офис в 700 м. от м.Фрунзенская оплата питания компенсация фитнеса чай с плюшками в офисе уровень ЗП определяется по результатам собеседования. ;Нужны <highlighttext>разработчики</highlighttext> разного уровня, поэтому рассматриваются кандидаты с различным опытом. Желание участвовать в сложных проектах с нетиповыми решениями, работать по...;Программирование на платформе 1с:Предприятие 8 и/или web-разработка: php, js (react, node.js), bitrix.;"Веб-программирование; 1С программирование; Экстремальное программирование"
47;Программист;Санкт-Петербург;;;НОР-ПЛАСТ;2019-11-19T16:30:21+0300;1;3;Полный день;Полная занятость;"Обязанности:  Поддержка информационной системы предприятия; Разработка новых модулей, стыковка с внешними программами; Поддержка пользователей продуктов;  Требования:  Хорошие аналитические навыки. Хорошие навыки работы со скриптовыми языками (JavaScript). Опыт работы с Web разработками желателен. Уверенный пользователь Linux. Опыт работы с SQL.     Условия: Работа в стабильной компании. Работа на производстве в г.Санкт-Петербург,Колпинский р-н,пос.Саперный, терр-я Мебельного комбината.Ближайшая станция м.Рыбацкое. график работы пн-пт (с 9.00-18.00). Корпоративный отдых.   "; Работа в стабильной компании. Работа на производстве в г.Санкт-Петербург,Колпинский р-н,пос.Саперный, терр-я Мебельного комбината.Ближайшая станция м.Рыбацкое. график работы пн-пт (с 9.00-18.00). Корпоративный отдых.   ;Хорошие аналитические навыки. Хорошие навыки работы со скриптовыми языками (JavaScript). Опыт работы с Web разработками желателен. Уверенный пользователь Linux. ;Поддержка информационной системы предприятия. Разработка новых модулей, стыковка с внешними программами. Поддержка пользователей продуктов.;"API; Linux; MQTT; PostgreSQL; Node.js; RabbitMQ; SOAP; JavaScript; SQL; PHP; Python; Ruby"
98;Программист;Санкт-Петербург;;;СПб Реновация;2019-11-18T11:23:21+0300;1;3;Полный день;Полная занятость;Для участия в проектах по разработке и внедрению системы Microsoft Dynamics CRM 2016 компания СПб Реновация приглашает на постоянную работу в команду ИТ-отдела Программиста! Функции:  Разработка нового и модернизация имеющегося функционала CRM системы (плагины, бизнес-процессы, javascript, кастомизации, администрирование). Сбор, анализ и формализация требований от бизнес-заказчиков. Оптимизация запросов, выгрузка данных по запросам. Разработка отчетов для SSRS сервера. Настройка панелей мониторинга. Создание представлений для пользователей.  Требования:  Опыт работы, готовность к повышению квалификации при решении рабочих задач. Доброжелательный настрой, желание и умение работать в коллективе.  Условия:  Официальное оформление в штат, белая з\п, стабильные выплаты. 5ка с 9 до 18ч, отпуск 28 дней, медобслуживание, корп. связь. Современный, комфортный офис в центре города, кухня, плюшки:) Доброжелательная, профессиональная команда ИТ-дирекции. Размер вознаграждения обсуждается с кандидатом. ;  Официальное оформление в штат, белая з\п, стабильные выплаты. 5ка с 9 до 18ч, отпуск 28 дней, медобслуживание, корп. связь. Современный, комфортный офис в центре города, кухня, плюшки:) Доброжелательная, профессиональная команда ИТ-дирекции. Размер вознаграждения обсуждается с кандидатом. ;Опыт работы, готовность к повышению квалификации при решении рабочих задач. Доброжелательный настрой, желание и умение работать в коллективе.;Разработка нового и модернизация имеющегося функционала CRM системы (плагины, бизнес-процессы, javascript, кастомизации, администрирование). Сбор, анализ и формализация требований от...;"MS Dynamics CRM; CRM"
